id,name,type,country,region,period,birth_year,in_degree,out_degree
thomas_carlyle,Thomas Carlyle,cited,Escocia,Other/Unknown,Revolutionary Era,1795.0,1,0
averroes,Averroes,cited,Spain,Western Europe,Medieval,1126.0,1,0
edelstein,Ludwig Edelstein,cited,Germany,Western Europe,Long 19th Century,1902.0,1,0
gotthold_lessing,Gotthold Lessing,cited,Germany,Western Europe,Early Modern,1729.0,1,0
schleiermacher,Friedrich Schleiermacher,cited,Germany,Western Europe,Early Modern,1768.0,2,0
edward_gibbon,Edward Gibbon,cited,United Kingdom,Western Europe,Early Modern,1737.0,1,0
eusebio_de_cesarea,de Cesarea Eusebio,cited,Israel,Middle East,Hellenistic/Roman,263.0,1,0
james_shotwell,James Shotwell,cited,Canadá,Other/Unknown,Long 19th Century,1874.0,1,0
montesquieu,Charles-Louis Montesquieu,cited,France,Western Europe,Early Modern,1689.0,1,0
laboulaye,Édouard Laboulaye,cited,France,Western Europe,Revolutionary Era,1811.0,1,0
george_sabine,George Sabine,cited,United States,North America,Long 19th Century,1880.0,1,0
anaxagoras,Anaxágoras,cited,Greece,Southern Europe / Classical,Classical Antiquity,-500.0,1,0
protagoras,Protágoras,cited,Greece,Southern Europe / Classical,Classical Antiquity,-490.0,1,0
xenofon,Jenofonte,cited,Greece,Southern Europe / Classical,Classical Antiquity,-431.0,1,0
avicena,Avicena,cited,Imperio Samánida,Other/Unknown,Medieval,980.0,1,0
maimonides,Maimónides,cited,Spain,Western Europe,Medieval,1138.0,1,0
grotius,Hugo Grotius,cited,Netherlands,Western Europe,Renaissance,1583.0,1,0
rene_descartes,René Descartes,cited,France,Western Europe,Renaissance,1596.0,1,0
john_locke,John Locke,cited,United Kingdom,Western Europe,Early Modern,1632.0,1,0
pierre_bayle,Pierre Bayle,cited,France,Western Europe,Early Modern,1647.0,1,0
christian_wolff,Christian Wolff,cited,Germany,Western Europe,Early Modern,1679.0,1,0
voltaire,Voltaire,cited,France,Western Europe,Early Modern,1694.0,1,0
rousseau,Jean-Jacques Rousseau,cited,Switzerland,Western Europe,Early Modern,1712.0,1,0
kant,Immanuel Kant,cited,Germany,Western Europe,Early Modern,1724.0,1,0
tomas_moro,Tomás Moro,cited,United Kingdom,Western Europe,Renaissance,1478.0,2,0
alcibiades,Alcibíades,cited,Greece,Southern Europe / Classical,Classical Antiquity,-450.0,1,0
rabelais,François Rabelais,cited,France,Western Europe,Renaissance,1494.0,1,0
soren_kierkegaard,Søren Kierkegaard,cited,Denmark,Scandinavia,Revolutionary Era,1813.0,1,0
bocaccio,Giovanni Boccaccio,cited,Italy,Western Europe,Medieval,1313.0,1,0
petrarca,Francesco Petrarca,cited,Italy,Western Europe,Medieval,1304.0,1,0
bosco,Hieronymus Bosch,cited,Netherlands,Western Europe,Renaissance,1450.0,1,0
ciceron,Marco Cicerón,cited,Italy,Western Europe,Hellenistic/Roman,-106.0,1,0
quintiliano,Marco Quintiliano,cited,Spain,Western Europe,Hellenistic/Roman,35.0,1,0
gilbert_dubois,Claude-Gilbert Dubois,cited,France,Western Europe,World Wars Era,1933.0,1,0
jesus,de Nazaret Jesús,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,-4.0,3,0
bajtin,Mijaíl Bajtín,cited,"Oriol, Imperio Ruso",Other/Unknown,Long 19th Century,1895.0,1,0
hermes_trismegisto,Trismegisto Hermes,cited,,Other/Unknown,Unknown,,1,0
pierre_ronsard,Pierre Ronsard,cited,France,Western Europe,Renaissance,1524.0,1,0
du_bellay,Joachim Du Bellay,cited,France,Western Europe,Renaissance,1522.0,1,0
montaigne,Michel Montaigne,cited,France,Western Europe,Renaissance,1533.0,1,0
da_vinci,Leonardo Vinci,cited,Italy,Western Europe,Renaissance,1452.0,2,0
arcimboldo,Giuseppe Arcimboldo,cited,Italy,Western Europe,Renaissance,1526.0,1,0
lacan,Jacques Lacan,cited,France,Western Europe,Long 19th Century,1901.0,2,0
maurits_escher,Maurits Escher,cited,Netherlands,Western Europe,Long 19th Century,1898.0,1,0
della_mirandola,Giovanni Pico della Mirandola,cited,Italy,Western Europe,Renaissance,1463.0,1,0
erich_auerbach,Erich Auerbach,cited,Imperio alemán,Other/Unknown,Long 19th Century,1892.0,1,0
luciano_samosata,de Samósata Luciano,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,125.0,1,0
nicolas_copernico,Nicolás Copérnico,cited,Poland,Eastern Europe,Renaissance,1473.0,1,0
andres_vesalio,Andrés Vesalio,cited,Netherlands,Western Europe,Renaissance,1514.0,1,0
ernst_curtius,Ernst Curtius,cited,Germany,Western Europe,Revolutionary Era,1814.0,1,0
baudelaire,Charles Baudelaire,cited,France,Western Europe,Revolutionary Era,1821.0,4,0
martin_heidegger,Martin Heidegger,cited,Germany,Western Europe,Long 19th Century,1889.0,1,0
pascal,Blaise Pascal,cited,France,Western Europe,Early Modern,1623.0,3,0
fermat,Pierre Fermat,cited,France,Western Europe,Early Modern,1607.0,1,0
michel_foucault,Michel Foucault,cited,France,Western Europe,World Wars Era,1926.0,3,0
spitzer,Leo Spitzer,cited,Austria,Western Europe,Long 19th Century,1887.0,1,0
ts_eliot,T. Eliot,cited,United States,North America,Long 19th Century,1888.0,1,0
harold_bloom,Harold Bloom,cited,United States,North America,World Wars Era,1930.0,1,0
edgar_allan_poe,Edgar Poe,cited,United States,North America,Revolutionary Era,1809.0,2,0
de_dieguez,Manuel Diéguez,cited,France,Western Europe,World Wars Era,1922.0,1,0
todorov,Tzvetan Todorov,cited,Bulgaria,Other/Unknown,World Wars Era,1939.0,2,0
georges_bataille,Georges Bataille,cited,France,Western Europe,Long 19th Century,1897.0,3,0
merleau_ponty,Maurice Merleau-Ponty,cited,France,Western Europe,Long 19th Century,1908.0,1,0
romero_martinez,Miguel Romero Martínez,cited,Spain,Western Europe,Contemporary,1945.0,1,0
simmias,de Tebas Simmias,cited,Greece,Southern Europe / Classical,Classical Antiquity,-430.0,1,0
miguel_d_ors,Miguel d'Ors,cited,Spain,Western Europe,Contemporary,1946.0,1,0
michel_leiris,Michel Leiris,cited,France,Western Europe,Long 19th Century,1901.0,1,0
mario_levin,Mario Levin,author,Argentina,Latin America,World Wars Era,1944.0,0,18
luis_bunuel,Luis Buñuel,cited,Spain,Western Europe,Long 19th Century,1900.0,2,0
carlos_saura,Carlos Saura,cited,Spain,Western Europe,World Wars Era,1932.0,1,0
tarkovsky,Andrei Tarkovsky,cited,Unión Soviética,Other/Unknown,World Wars Era,1932.0,1,0
andrzej_wajda,Andrzej Wajda,cited,Poland,Eastern Europe,World Wars Era,1926.0,1,0
john_cassavetes,John Cassavetes,cited,United States,North America,World Wars Era,1929.0,1,0
alfred_hitchcock,Alfred Hitchcock,cited,United Kingdom,Western Europe,Long 19th Century,1899.0,2,0
king_vidor,King Vidor,cited,United States,North America,Long 19th Century,1894.0,1,0
alain_resnais,Alain Resnais,cited,France,Western Europe,World Wars Era,1922.0,1,0
mizoguchi,Kenji Mizoguchi,cited,Japan,Asia,Long 19th Century,1898.0,1,0
orson_welles,Orson Welles,cited,United States,North America,World Wars Era,1915.0,2,0
fritz_lang,Fritz Lang,cited,Austria,Western Europe,Long 19th Century,1890.0,1,0
andre_bazin,André Bazin,cited,France,Western Europe,World Wars Era,1918.0,1,0
sergei_eisenstein,Sergei Eisenstein,cited,Imperio Ruso,Other/Unknown,Long 19th Century,1898.0,2,0
oscar_masotta,Óscar Masotta,cited,Argentina,Latin America,World Wars Era,1930.0,1,0
carl_dreyer,Carl Dreyer,cited,Denmark,Scandinavia,Long 19th Century,1889.0,1,0
pascal_bonitzer,Pascal Bonitzer,cited,France,Western Europe,Contemporary,1946.0,1,22
adolfo_aristarain,Adolfo Aristarain,cited,Argentina,Latin America,World Wars Era,1943.0,1,0
erwin_panofsky,Erwin Panofsky,cited,Germany,Western Europe,Long 19th Century,1892.0,1,0
antonello_da_messina,da Messina Antonello,cited,Italy,Western Europe,Renaissance,1430.0,1,0
durero,Alberto Durero,cited,Germany,Western Europe,Renaissance,1471.0,1,0
velazquez,Diego Velázquez,cited,Spain,Western Europe,Renaissance,1599.0,1,0
felipeiv,IV Felipe,cited,Spain,Western Europe,Early Modern,1605.0,1,0
cremonini,Leonardo Cremonini,cited,Italy,Western Europe,World Wars Era,1925.0,1,0
bacon,Francis Bacon,cited,Ireland,Western Europe,Long 19th Century,1909.0,1,0
valerio_adami,Valerio Adami,cited,Italy,Western Europe,World Wars Era,1935.0,1,0
ralph_goings,Ralph Goings,cited,United States,North America,World Wars Era,1928.0,1,0
monory,Jacques Monory,cited,France,Western Europe,World Wars Era,1924.0,1,0
dino_buzzati,Dino Buzzati,cited,Italy,Western Europe,Long 19th Century,1906.0,1,0
robert_bresson,Robert Bresson,cited,France,Western Europe,Long 19th Century,1901.0,1,0
straub,Jean-Marie Straub,cited,France,Western Europe,World Wars Era,1933.0,1,0
duras,Marguerite Duras,cited,France,Western Europe,World Wars Era,1914.0,1,0
antonioni,Michelangelo Antonioni,cited,Italy,Western Europe,Long 19th Century,1912.0,1,0
alex_barbier,Alex Barbier,cited,France,Western Europe,Contemporary,1950.0,1,0
jean_luc_godard,Jean-Luc Godard,cited,France,Western Europe,World Wars Era,1930.0,1,0
jean_eustache,Jean Eustache,cited,France,Western Europe,World Wars Era,1938.0,1,0
francois_truffaut,François Truffaut,cited,France,Western Europe,World Wars Era,1932.0,1,0
ana_barrenechea,Ana Barrenechea,author,Argentina,Latin America,Long 19th Century,1913.0,1,11
roland_barthes,Roland Barthes,cited,France,Western Europe,World Wars Era,1915.0,2,0
bioy_casares,Adolfo Bioy Casares,cited,Argentina,Latin America,World Wars Era,1914.0,1,0
alejo_carpentier,Alejo Carpentier,cited,Switzerland,Western Europe,Long 19th Century,1904.0,1,0
julio_cortazar,Julio Cortázar,cited,Belgium,Western Europe,World Wars Era,1914.0,1,0
anderson_imbert,Enrique Anderson Imbert,cited,Argentina,Latin America,Long 19th Century,1910.0,1,0
mahoma,Mahoma,cited,Arabia,Other/Unknown,Medieval,570.0,1,0
jacquemart_de_hesdin,Jacquemart Hesdin,cited,France,Western Europe,Medieval,1355.0,1,0
godofredo_viterbo,de Viterbo Godofredo,cited,Italy,Western Europe,Medieval,1120.0,1,0
virgilio_piniera,Virgilio Piñera,cited,Cuba,Latin America,Long 19th Century,1912.0,3,0
garcia_marquez,Gabriel García Márquez,cited,Colombia,Latin America,World Wars Era,1927.0,1,0
witold_gombrowicz,Witold Gombrowicz,author,Poland,Eastern Europe,Long 19th Century,1904.0,0,5
ernesto_sabato,Ernesto Sabato,cited,Argentina,Latin America,Long 19th Century,1911.0,1,0
freud,Sigmund Freud,cited,Imperio Austríaco,Other/Unknown,Long 19th Century,1856.0,2,0
cecilia_de_benedetti,Cecilia Benedit de Debenedetti,cited,Argentina,Latin America,Long 19th Century,1895.0,1,0
luis_thonis,Luis Thonis,author,Argentina,Latin America,Contemporary,1949.0,0,24
felisberto_hernandez,Felisberto Hernández,cited,Uruguay,Latin America,Long 19th Century,1902.0,1,0
plinio,el Viejo Plinio,cited,Italy,Western Europe,Hellenistic/Roman,23.0,1,0
zenon,de Elea Zenón,cited,Greece,Southern Europe / Classical,Classical Antiquity,-490.0,1,0
marcel_proust,Marcel Proust,cited,France,Western Europe,Long 19th Century,1871.0,1,0
edmund_husserl,Edmund Husserl,cited,Imperio Austríaco,Other/Unknown,Long 19th Century,1859.0,1,0
henri_bergson,Henri Bergson,cited,France,Western Europe,Long 19th Century,1859.0,1,0
macedonio_fernandez,Macedonio Fernández,cited,Argentina,Latin America,Long 19th Century,1874.0,1,0
zaratustra,Zaratustra,cited,Imperio Medo,Other/Unknown,Antiquity (Archaic),-628.0,1,0
gilbert_ryle,Gilbert Ryle,cited,United Kingdom,Western Europe,Long 19th Century,1900.0,1,0
julio_cesar,Julio César,cited,Italy,Western Europe,Hellenistic/Roman,-100.0,1,0
ciro_grande,II Ciro,cited,Imperio Medo,Other/Unknown,Antiquity (Archaic),-600.0,1,0
jonathan_swift,Jonathan Swift,cited,Ireland,Western Europe,Early Modern,1667.0,2,0
juan_garcia_ponce,Juan García Ponce,cited,Mexico,Latin America,World Wars Era,1932.0,1,0
robert_musil,Robert Musil,cited,Austria,Western Europe,Long 19th Century,1880.0,1,0
klossowski,Pierre Klossowski,cited,France,Western Europe,Long 19th Century,1905.0,1,0
roberto_echavarren,Roberto Echavarren,cited,Uruguay,Latin America,World Wars Era,1944.0,1,0
ramon_alcalde,Ramón Alcalde,author,Argentina,Latin America,Contemporary,1951.0,0,116
edouard_drumont,Édouard Drumont,cited,France,Western Europe,Revolutionary Era,1844.0,2,0
emile_zola,Émile Zola,cited,France,Western Europe,Revolutionary Era,1840.0,1,7
julian_martel,Julián Martel,cited,Argentina,Latin America,Long 19th Century,1867.0,1,0
silvina_bullrich,Silvina Bullrich,cited,Argentina,Latin America,World Wars Era,1915.0,1,0
carlos_moyano_llerena,Carlos Moyano Llerena,cited,Argentina,Latin America,World Wars Era,1914.0,1,0
george_gilder,George Gilder,cited,United States,North America,World Wars Era,1939.0,1,0
ronald_reagan,Ronald Reagan,cited,United States,North America,Long 19th Century,1911.0,1,0
adam_smith,Adam Smith,cited,Escocia,Other/Unknown,Early Modern,1723.0,1,0
juan_alemann,Juan Alemann,cited,Argentina,Latin America,World Wars Era,1927.0,1,0
hugo_wast,Hugo Wast,cited,Argentina,Latin America,Long 19th Century,1883.0,1,0
jacob_brafman,Jacob Brafman,cited,Russia,Eastern Europe,Revolutionary Era,1825.0,1,0
august_rohling,August Rohling,cited,Germany,Western Europe,Revolutionary Era,1839.0,1,0
horangel,Horacio Tirigall,cited,Argentina,Latin America,World Wars Era,1927.0,1,0
jose_uriburu,José Uriburu,cited,Argentina,Latin America,Long 19th Century,1868.0,1,0
agustin_justo,Agustín Justo,cited,Argentina,Latin America,Long 19th Century,1876.0,1,0
mussolini,Benito Mussolini,cited,Italy,Western Europe,Long 19th Century,1883.0,1,0
adolf_hitler,Adolf Hitler,cited,Austria,Western Europe,Long 19th Century,1889.0,2,0
victor_manuel2,II Víctor Manuel,cited,Italy,Western Europe,Revolutionary Era,1820.0,1,0
otto_von_bismarck,Otto Bismarck,cited,Germany,Western Europe,Revolutionary Era,1815.0,1,0
alberto_gerchunoff,Alberto Gerchunoff,cited,Imperio Ruso,Other/Unknown,Long 19th Century,1883.0,1,0
mauricio_hirsch,Mauricio Hirsch,cited,Germany,Western Europe,Revolutionary Era,1831.0,1,0
adolphe_cremieux,Adolphe Crémieux,cited,France,Western Europe,Revolutionary Era,1796.0,1,0
edmond_rothschild,Edmond Rothschild,cited,France,Western Europe,Revolutionary Era,1845.0,1,0
theodor_herzl,Theodor Herzl,cited,Hungary,Eastern Europe,Long 19th Century,1860.0,1,0
georges_bernanos,Georges Bernanos,cited,France,Western Europe,Long 19th Century,1888.0,1,0
san_jorge,San Jorge,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,275.0,1,0
joseph_bollery,Joseph Bollery,cited,France,Western Europe,Long 19th Century,1880.0,1,0
alfred_dreyfus,Alfred Dreyfus,cited,France,Western Europe,Long 19th Century,1859.0,1,0
huysmans,Joris-Karl Huysmans,cited,France,Western Europe,Long 19th Century,1848.0,1,0
paul_bourget,Paul Bourget,cited,France,Western Europe,Long 19th Century,1852.0,1,0
alphonse_daudet,Alphonse Daudet,cited,France,Western Europe,Revolutionary Era,1840.0,1,0
claretie,Jules Claretie,cited,France,Western Europe,Revolutionary Era,1840.0,1,0
platelle,Henri Platelle,cited,France,Western Europe,World Wars Era,1921.0,1,0
scholl,Aurélien Scholl,cited,France,Western Europe,Revolutionary Era,1833.0,1,0
maupassant,Guy Maupassant,cited,France,Western Europe,Long 19th Century,1850.0,1,0
uzanne,Octave Uzanne,cited,France,Western Europe,Long 19th Century,1851.0,1,0
bonnieres,Robert Bonnières,cited,France,Western Europe,Long 19th Century,1850.0,1,0
fournel,Victor Fournel,cited,France,Western Europe,Revolutionary Era,1829.0,1,0
george_eliot,George Eliot,cited,United Kingdom,Western Europe,Revolutionary Era,1819.0,1,0
coronel_henry,Hubert-Joseph Henry,cited,France,Western Europe,Revolutionary Era,1846.0,1,0
esterhazy,Ferdinand Esterhazy,cited,France,Western Europe,Revolutionary Era,1847.0,1,0
paulo_iv,IV Paulo,cited,Italy,Western Europe,Renaissance,1476.0,1,0
alejandroii,II Alejandro,cited,"Moscú, Imperio Ruso",Other/Unknown,Revolutionary Era,1818.0,1,0
adolf_stoecker,Adolf Stoecker,cited,Germany,Western Europe,Revolutionary Era,1835.0,1,0
geza_onody,Géza Onody,cited,Hungary,Eastern Europe,Long 19th Century,1848.0,1,0
jules_isaac,Jules Isaac,cited,France,Western Europe,Long 19th Century,1877.0,1,0
bernard_lazare,Bernard Lazare,cited,France,Western Europe,Long 19th Century,1865.0,1,0
shakespeare,William Shakespeare,cited,United Kingdom,Western Europe,Renaissance,1564.0,3,0
walter_scott,Walter Scott,cited,Escocia,Other/Unknown,Early Modern,1771.0,1,0
balzac,Honoré Balzac,cited,France,Western Europe,Revolutionary Era,1799.0,3,0
sainte_beuve,Charles Sainte-Beuve,cited,France,Western Europe,Revolutionary Era,1804.0,1,0
chaucer,Geoffrey Chaucer,cited,United Kingdom,Western Europe,Medieval,1343.0,1,0
creso,Creso,cited,Lidia,Other/Unknown,Antiquity (Archaic),-596.0,1,0
gustave_flaubert,Gustave Flaubert,cited,France,Western Europe,Revolutionary Era,1821.0,2,0
champfleury,Jules Champfleury,cited,France,Western Europe,Revolutionary Era,1821.0,1,0
edmond_goncourt,Edmond Goncourt,cited,France,Western Europe,Revolutionary Era,1822.0,1,0
jules_goncourt,Jules Goncourt,cited,France,Western Europe,Revolutionary Era,1830.0,1,0
charles_dickens,Charles Dickens,cited,United Kingdom,Western Europe,Revolutionary Era,1812.0,1,0
george_sand,George Sand,cited,France,Western Europe,Revolutionary Era,1804.0,1,0
isaac_pereire,Isaac Pereire,cited,France,Western Europe,Revolutionary Era,1806.0,1,0
emile_pereire,Émile Pereire,cited,France,Western Europe,Revolutionary Era,1800.0,1,0
victor_hugo,Victor Hugo,cited,France,Western Europe,Revolutionary Era,1802.0,2,0
leon_xiii,XIII León,cited,Italy,Western Europe,Revolutionary Era,1810.0,1,0
eugene_bontoux,Eugène Bontoux,cited,France,Western Europe,Revolutionary Era,1820.0,1,0
joan_miro,Joan Miró,cited,Spain,Western Europe,Long 19th Century,1893.0,1,0
juarez_celman,Miguel Juárez Celman,cited,Argentina,Latin America,Revolutionary Era,1844.0,1,0
ludovico_halevy,Ludovic Halévy,cited,France,Western Europe,Revolutionary Era,1834.0,1,0
geoffroy_saint_hilaire,Isidore Geoffroy Saint-Hilaire,cited,France,Western Europe,Revolutionary Era,1805.0,1,0
hippolyte_taine,Hippolyte Taine,cited,France,Western Europe,Revolutionary Era,1828.0,1,0
charles_darwin,Charles Darwin,cited,United Kingdom,Western Europe,Revolutionary Era,1809.0,1,0
jean_martin_charcot,Jean-Martin Charcot,cited,France,Western Europe,Revolutionary Era,1825.0,1,0
marcial,Marco Marcial,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,40.0,1,0
edmond_goncourt jules_goncourt,edmond_goncourt jules_goncourt,cited,Unknown,Other/Unknown,Unknown,,1,0
herodias,Herodías,cited,United States,North America,Hellenistic/Roman,-15.0,1,0
johann_lavater,Johann Lavater,cited,Switzerland,Western Europe,Early Modern,1741.0,1,0
louis_blanc,Louis Blanc,cited,Spain,Western Europe,Revolutionary Era,1811.0,1,0
adolphe_thiers,Adolphe Thiers,cited,France,Western Europe,Revolutionary Era,1797.0,1,0
franz_bopp,Franz Bopp,cited,Germany,Western Europe,Revolutionary Era,1791.0,1,0
poncio_pilatos,Poncio Pilato,cited,Italy,Western Europe,Unknown,,1,0
jules_michelet,Jules Michelet,cited,France,Western Europe,Revolutionary Era,1798.0,1,0
karl_marx,Karl Marx,cited,Germany,Western Europe,Revolutionary Era,1818.0,2,0
anatole_france,Anatole France,cited,France,Western Europe,Revolutionary Era,1844.0,1,0
robert_misrahi,Robert Misrahi,cited,France,Western Europe,World Wars Era,1926.0,1,0
james_rothschild,James Rothschild,cited,Germany,Western Europe,Revolutionary Era,1792.0,1,0
francois_zola,François Zola,cited,Italy,Western Europe,Revolutionary Era,1796.0,1,0
lev_urusof,Lev Urusov,cited,Imperio Ruso,Other/Unknown,Long 19th Century,1877.0,1,0
gustav_janouch,Gustav Janouch,cited,Austria,Western Europe,Long 19th Century,1903.0,1,0
raissa_umansof,Raïssa Oumançoff,cited,Imperio Ruso,Other/Unknown,Long 19th Century,1883.0,2,0
jacques_maritain,Jacques Maritain,cited,France,Western Europe,Long 19th Century,1882.0,1,0
ruben_dario,Rubén Darío,cited,Nicaragua,Other/Unknown,Long 19th Century,1867.0,2,0
dante_alighieri,Dante Alighieri,cited,Italy,Western Europe,Medieval,1265.0,1,0
ernest_hello,Ernest Hello,cited,France,Western Europe,Revolutionary Era,1828.0,2,0
arthur_meyer,Arthur Meyer,cited,France,Western Europe,Revolutionary Era,1844.0,1,0
paul_verlaine,Paul Verlaine,cited,France,Western Europe,Revolutionary Era,1844.0,1,0
san_pablo_persona,de Tarso Pablo,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,5.0,2,0
san_jose,San José,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,-50.0,1,0
fiodor_dostoyevski,Fiódor Dostoyevski,cited,"Moscú, Imperio Ruso",Other/Unknown,Revolutionary Era,1821.0,1,0
jeanne_molbech,Jeanne Molbech,cited,Denmark,Scandinavia,Long 19th Century,1859.0,1,0
morris_rosenfeld,Morris Rosenfeld,cited,Poland,Eastern Europe,Long 19th Century,1862.0,1,0
albert_beguin,Albert Béguin,cited,Switzerland,Western Europe,Long 19th Century,1901.0,1,0
rf_byrnes,Robert Francis Byrnes,cited,United States,North America,World Wars Era,1917.0,1,0
hubert_colleye,Hubert Colleye,cited,Belgium,Western Europe,Long 19th Century,1883.0,1,0
cecile_delhorbe,Cécile Delhorbe,cited,Switzerland,Western Europe,Long 19th Century,1898.0,1,0
ismar_elbogen,Ismar Elbogen,cited,Germany,Western Europe,Long 19th Century,1874.0,1,0
moses_hadas,Moses Hadas,cited,United States,North America,Long 19th Century,1900.0,1,0
stanislas_fumet,Stanislas Fumet,cited,France,Western Europe,Long 19th Century,1896.0,1,0
charles_journet,Charles Journet,cited,Switzerland,Western Europe,Long 19th Century,1891.0,1,0
marie_joseph_lory,Marie-Joseph Lory,cited,France,Western Europe,World Wars Era,1920.0,1,0
jean_paul_sartre,Jean-Paul Sartre,cited,France,Western Europe,Long 19th Century,1905.0,1,0
jose_bianco,José Bianco,cited,Argentina,Latin America,Long 19th Century,1908.0,1,0
san_juan_persona,San Juan,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,6.0,1,0
san_agustin,de Hipona Agustín,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,354.0,1,0
san_pedro_persona,San Pedro,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,-1.0,1,0
midas,Midas,cited,Frigia,Other/Unknown,Unknown,,1,0
san_francisco_asis,de Asís Francisco,cited,Italy,Western Europe,Medieval,1181.0,1,0
ptolomeo,I Ptolomeo,cited,Greece,Southern Europe / Classical,Classical Antiquity,-367.0,1,0
antioco,IV Antíoco,cited,Italy,Western Europe,Hellenistic/Roman,-215.0,1,0
felipe_augusto,II Felipe,cited,France,Western Europe,Medieval,1165.0,1,0
federico_barbarroja,I Federico,cited,Germany,Western Europe,Medieval,1122.0,1,0
san_lucas,San Lucas,cited,Imperio Romano,Other/Unknown,Unknown,,1,0
la_fontaine,Jean La Fontaine,cited,France,Western Europe,Early Modern,1621.0,1,0
hugo_savino,Hugo Savino,cited,Argentina,Latin America,Contemporary,1945.0,1,0
stendhal,Stendhal,cited,France,Western Europe,Early Modern,1783.0,1,0
melville,Herman Melville,cited,United States,North America,Revolutionary Era,1819.0,1,0
luis_chitarroni,Luis Chitarroni,author,Argentina,Latin America,Contemporary,1958.0,0,19
cabrera_infante,Guillermo Cabrera Infante,cited,Cuba,Latin America,World Wars Era,1929.0,1,0
ken_russell,Ken Russell,cited,United Kingdom,Western Europe,World Wars Era,1927.0,1,0
juan_goytisolo,Juan Goytisolo,cited,Spain,Western Europe,World Wars Era,1931.0,1,0
