id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
johann_herder,Johann Herder,1744.0,1803.0,Prusia (actual Polonia),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q155547,59.0
edward_said,Edward Said,1935.0,2003.0,"Jerusalén, Mandato Británico de Palestina",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q201538,68.0
henri_meschonnic,Henri Meschonnic,1932.0,2009.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q1388925,77.0
paul_celan,Paul Celan,1920.0,1970.0,Reino de Rumania (actual Ucrania),Reino de Rumania,Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q153905,50.0
gaston_bachelard,Gaston Bachelard,1884.0,1962.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q270800,78.0
novalis,Novalis,1772.0,1801.0,Electorado de Sajonia (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q60684,29.0
goethe,Johann Goethe,1749.0,1832.0,Sacro Imperio Romano Germánico (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q5879,83.0
holderlin,Johann Hölderlin,1770.0,1843.0,Ducado de Wurtemberg (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q75889,73.0
valery_larbaud,Valery Larbaud,1881.0,1957.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q135640,76.0
walter_benjamin,Walter Benjamin,1892.0,1940.0,Imperio alemán (actual Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q61078,48.0
august_schlegel,August Schlegel,1767.0,1845.0,Electorado de Hannover (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q57281,78.0
armand_robin,Armand Robin,1912.0,1961.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q2475297,49.0
wilhelm_von_humboldt,Wilhelm Humboldt,1767.0,1835.0,Prusia (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q77888,68.0
gerard_nerval,Gérard Nerval,1808.0,1855.0,Francia,France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q191305,47.0
stefan_george,Stefan George,1868.0,1933.0,Gran Ducado de Hesse (actual Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q57187,65.0
rilke,Rainer Rilke,1875.0,1926.0,Imperio Austrohúngaro (actual República Checa),Imperio Austrohúngaro,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q76483,51.0
nestor_perlongher,Néstor Perlongher,1949.0,1992.0,Argentina,Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q7071482,43.0
leonidas_lamborghini,Leónidas Lamborghini,1927.0,2009.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q918455,82.0
ricardo_zelarayan,Ricardo Zelarayán,1940.0,2010.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6108561,70.0
marcelo_pichon_riviere,Marcelo Pichon Rivière,1944.0,2019.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q105475759,75.0
osvaldo_lamborghini,Osvaldo Lamborghini,1940.0,1985.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2036284,45.0
leonora_carrington,Leonora Carrington,1917.0,2011.0,Inglaterra,United Kingdom,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q233207,94.0
cesar_moro,César Moro,1903.0,1956.0,Perú,Peru,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q3010499,53.0
max_ernst,Max Ernst,1891.0,1976.0,Imperio alemán (actual Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q154842,85.0
renato_leduc,Renato Leduc,1897.0,1986.0,México,Mexico,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q7312652,89.0
benjamin_peret,Benjamin Péret,1899.0,1959.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q284769,60.0
catherine_yarrow,Catherine Yarrow,1904.0,1990.0,Inglaterra,United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q55258020,86.0
francisco_franco,Francisco Franco,1892.0,1975.0,España,Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q29179,83.0
federico_garcia_lorca,Federico García Lorca,1898.0,1936.0,España,Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q41408,38.0
gilbert_dubois,Claude-Gilbert Dubois,1933.0,,Francia,France,Western Europe,World Wars Era,,
lautreamont,Comte Lautréamont,1846.0,1870.0,Uruguay,Uruguay,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q294181,24.0
albert_beguin,Albert Béguin,1901.0,1957.0,Suiza,Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q124251,56.0
georges_bernanos,Georges Bernanos,1888.0,1948.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q315072,60.0
hubert_colleye,Hubert Colleye,1883.0,1980.0,Bélgica,Belgium,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q59528161,97.0
cecile_delhorbe,Cécile Delhorbe,1898.0,1985.0,Suiza,Switzerland,Western Europe,Long 19th Century,,87.0
ismar_elbogen,Ismar Elbogen,1874.0,1943.0,Prusia (actual Polonia),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q65628,69.0
stanislas_fumet,Stanislas Fumet,1896.0,1983.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q3496669,87.0
charles_journet,Charles Journet,1891.0,1975.0,Suiza,Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q115805,84.0
marie_joseph_lory,Marie-Joseph Lory,1920.0,1993.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q104529742,73.0
jean_paul_sartre,Jean-Paul Sartre,1905.0,1980.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q9364,75.0
german_garcia,Germán García,1944.0,2018.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5878677,74.0
edgar_morin,Edgar Morin,1921.0,,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q317880,
gerard_genette,Gérard Genette,1930.0,2018.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q266247,88.0
victoria_ocampo,Victoria Ocampo,1890.0,1979.0,Argentina,Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q72790,89.0
jonio_gonzalez,Jonio González,1954.0,,Argentina,Argentina,Latin America,Contemporary,,
hilail_gildin,Hilail Gildin,1929.0,2015.0,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q5760715,86.0
rf_byrnes,Robert Francis Byrnes,1917.0,1997.0,Estados Unidos,United States,North America,World Wars Era,http://www.wikidata.org/entity/Q27491436,80.0
hugo_savino,Hugo Savino,1945.0,,Argentina,Argentina,Latin America,Contemporary,,
mauricio_hirsch,Mauricio Hirsch,1831.0,1896.0,Múnich (Alemania),Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q45214,65.0
edmond_rothschild,Edmond Rothschild,1845.0,1934.0,"Boulogne-Billancourt, París (Francia)",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q467167,89.0
edelstein,Ludwig Edelstein,1902.0,1965.0,Berlín (Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q108178,63.0
james_rothschild,James Rothschild,1792.0,1868.0,Fráncfort (Alemania),Germany,Western Europe,Revolutionary Era,,76.0
paul_groussac,Paul Groussac,1848.0,1929.0,Toulouse,Toulouse,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q2550159,81.0
alfredo_palacios,Alfredo Palacios,1878.0,1965.0,Buenos Aires,Buenos Aires,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q2880118,87.0
juan_domingo_peron,Juan Domingo Perón,1895.0,1974.0,"Lobos, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q93330,79.0
costa_mendez,Nicanor Costa Méndez,1922.0,1992.0,Buenos Aires,Buenos Aires,Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q612155,70.0
benjamin_menendez,Mario Benjamín Menéndez,1930.0,2015.0,"Chañar Ladeado, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q196263,85.0
juan_pablo_ii,Juan Pablo II Wojtyła,1920.0,2005.0,"Wadowice, Polonia",Poland,Eastern Europe,World Wars Era,http://www.wikidata.org/entity/Q989,85.0
bernardo_neustadt,Bernardo Neustadt,1925.0,2008.0,"Iași, Rumania","Iași, Rumania",Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q5650772,83.0
lev_tolstoi,Lev Tolstói,1828.0,1910.0,"Yásnaya Poliana, Rusia",Russia,Eastern Europe,Revolutionary Era,http://www.wikidata.org/entity/Q7243,82.0
leonidas,Leónidas I,-540.0,-480.0,Esparta,Esparta,Other/Unknown,Antiquity (Archaic),http://www.wikidata.org/entity/Q44228,60.0
san_martin,José de San Martín,1778.0,1850.0,"Yapeyú, Argentina",Argentina,Latin America,Early Modern,http://www.wikidata.org/entity/Q134160,72.0
martinez_estrada,Ezequiel Martínez Estrada,1895.0,1964.0,"San José de la Esquina, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q464737,69.0
napoleon,Napoléon Bonaparte,1769.0,1821.0,"Ajaccio, Córcega, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q517,52.0
enrique_santos_discepolo,Enrique Santos Discépolo,1901.0,1951.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q765871,50.0
nicomaco,Nicómaco,-384.0,-322.0,"Estagira, Grecia",Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q2217419,62.0
rafael_alberto_arrieta,Rafael Alberto Arrieta,1889.0,1968.0,"Rauch, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1686070,79.0
pedro_abelardo,Pedro Abelardo,1079.0,1142.0,"Le Pallet, Francia",France,Western Europe,Medieval,http://www.wikidata.org/entity/Q4295,63.0
eloisa,Eloísa,1101.0,1164.0,"París, Francia",France,Western Europe,Medieval,http://www.wikidata.org/entity/Q5656,63.0
murilo_rubiao,Murilo Rubião,1916.0,1991.0,"Carmo de Minas, Brasil",Brazil,Latin America,World Wars Era,http://www.wikidata.org/entity/Q367095,75.0
ricardo_piglia,Ricardo Piglia,1940.0,2017.0,"Adrogué, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q583814,77.0
roberto_arlt,Roberto Arlt,1900.0,1942.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q188838,42.0
diana_bellessi,Diana Bellessi,1946.0,,"Zavalla, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q521986,
jose_hernandez,José Hernández,1834.0,1886.0,"Chacras de Perdriel, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q377623,52.0
alberto_laiseca,Alberto Laiseca,1941.0,2016.0,"Rosario, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2831782,75.0
sarmiento,Domingo Faustino Sarmiento,1811.0,1888.0,"San Juan, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q254041,77.0
manuel_puig,Manuel Puig,1932.0,1990.0,"General Villegas, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q284560,58.0
mika_waltari,Mika Waltari,1908.0,1979.0,"Helsinki, Finlandia","Helsinki, Finlandia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q193111,71.0
henry_rider_haggard,Henry Rider Haggard,1856.0,1925.0,"Bradenham, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q237196,69.0
noemi_ulla,Noemí Ulla,1941.0,2003.0,"La Plata, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q25411214,62.0
eduardo_mallea,Eduardo Mallea,1903.0,1982.0,"Bahía Blanca, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q324283,79.0
alejandra_pizarnik,Alejandra Pizarnik,1936.0,1972.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q272441,36.0
andre_pieyre,André Pieyre de Mandiargues,1909.0,1991.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q462583,82.0
giordano_bruno,Giordano Bruno,1548.0,1600.0,"Nola, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q36330,52.0
fred_hoyle,Fred Hoyle,1915.0,2001.0,"Bingley, Inglaterra",United Kingdom,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q183397,86.0
arturo_carrera,Arturo Carrera,1948.0,,"Coronel Pringles, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q4801714,
yeats,William Butler Yeats,1865.0,1939.0,"Sandymount, Irlanda",Ireland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q40213,74.0
safo,Safo,-630.0,-570.0,"Lesbos, Grecia",Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q17892,60.0
sylvia_plath,Sylvia Plath,1932.0,1963.0,"Boston, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q133054,31.0
liliana_heer,Liliana Heer,1943.0,2010.0,"Esperanza, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q473369,67.0
haroldo_campos,Haroldo de Campos,1929.0,2003.0,"São Paulo, Brasil",Brazil,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2028390,74.0
alfonso_xiii,Alfonso XIII de Borbón,1886.0,1941.0,"Madrid, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q18363,55.0
isabel_i,Elizabeth I Tudor,1533.0,1603.0,"Greenwich, Inglaterra",United Kingdom,Western Europe,Renaissance,http://www.wikidata.org/entity/Q7207,70.0
alfred_jarry,Alfred Jarry,1873.0,1907.0,"Laval, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q7841,34.0
franz_schubert,Franz Schubert,1797.0,1828.0,"Viena, Austria",Austria,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q7312,31.0
olga_orozco,Olga Orozco,1920.0,1999.0,"Toay, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q467091,79.0
pierre_mabille,Pierre Mabille,1904.0,1952.0,"Reims, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q3386058,48.0
david_vinias,David Viñas,1927.0,2011.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q965392,84.0
rodolfo_wilcock,Juan Rodolfo Wilcock,1919.0,1978.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1643790,59.0
jose_marmol,José Mármol,1817.0,1871.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q1709528,54.0
georg_trakl,Georg Trakl,1887.0,1914.0,"Salzburgo, Austria",Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q78476,27.0
robert_walser,Robert Walser,1878.0,1956.0,"Biel/Bienne, Suiza",Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q123075,78.0
roberto_raschella,Roberto Raschella,1930.0,2013.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q93387528,83.0
mario_benedetti,Mario Benedetti,1920.0,2009.0,"Paso de los Toros, Uruguay",Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q16285,89.0
leon_rozitchner,León Rozitchner,1924.0,2011.0,"Chivilcoy, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q9022151,87.0
luis_gregorich,Luis Gregorich,1928.0,2002.0,"General Villegas, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q55229181,74.0
juan_jose_sebreli,Juan José Sebreli,1930.0,2024.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5950521,94.0
cesar_fernandez_moreno,César Fernández Moreno,1919.0,1985.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5796219,66.0
alfonsina_storni,Alfonsina Storni,1892.0,1938.0,"Sala Capriasca, Suiza",Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q238557,46.0
leopoldo_galtieri,Leopoldo Fortunato Galtieri,1926.0,2003.0,"Caseros, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q124993,77.0
daniel_moyano,Daniel Moyano,1930.0,1992.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q459450,62.0
alejandro_dumas,Alexandre Dumas,1802.0,1870.0,"Villers-Cotterêts, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q38337,68.0
gustave_aimard,Gustave Aimard,1818.0,1883.0,"París, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q472068,65.0
morris_west,Morris West,1916.0,1999.0,"Melbourne, Australia","Melbourne, Australia",Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q471021,83.0
juan_manuel_rosas,Juan Manuel de Rosas,1793.0,1877.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q311436,84.0
lamartine,Alphonse de Lamartine,1790.0,1869.0,"Mâcon, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q188697,79.0
lord_byron,George Gordon Byron,1788.0,1824.0,"Londres, Inglaterra",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q5679,36.0
osvaldo_soriano,Osvaldo Soriano,1943.0,1997.0,"Mar del Plata, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1366957,54.0
horacio_quiroga,Horacio Quiroga,1878.0,1937.0,"Salto, Uruguay",Uruguay,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q16864,59.0
jose_pablo_feinmann,José Pablo Feinmann,1943.0,2021.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1418232,78.0
juan_bautista_alberdi,Juan Bautista Alberdi,1810.0,1884.0,"San Miguel de Tucumán, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q722738,74.0
hegel,Georg Wilhelm Friedrich Hegel,1770.0,1831.0,"Stuttgart, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q9235,61.0
levi_strauss,Claude Lévi-Strauss,1908.0,2009.0,"Bruselas, Bélgica",Belgium,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q128126,101.0
jose_luis_romero,José Luis Romero,1909.0,1977.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q9014133,68.0
miguel_briante,Miguel Briante,1944.0,1995.0,"General Belgrano, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5554422,51.0
osman_lins,Osman Lins,1924.0,1978.0,"Vitória de Santo Antão, Brasil",Brazil,Latin America,World Wars Era,http://www.wikidata.org/entity/Q346790,54.0
stanislaus_joyce,Stanislaus Joyce,1884.0,1955.0,"Dublín, Irlanda",Ireland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q326243,71.0
philippe_aries,Philippe Ariès,1914.0,1984.0,"Blois, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q434571,70.0
jack_kerouac,Jack Kerouac,1922.0,1969.0,"Lowell, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q160534,47.0
dylan_thomas,Dylan Thomas,1914.0,1953.0,"Swansea, Gales","Swansea, Gales",Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q191023,39.0
vernon_watkins,Vernon Watkins,1906.0,1967.0,"Maesteg, Gales","Maesteg, Gales",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q325437,61.0
edgardo_cozarinsky,Edgardo Cozarinsky,1939.0,2024.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q937897,85.0
juan_jose_saer,Juan José Saer,1937.0,2005.0,"Serodino, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q712518,68.0
arturo_frondizi,Arturo Frondizi,1908.0,1995.0,"Paso de los Libres, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q346658,87.0
raul_alfonsin,Raúl Alfonsín,1927.0,2009.0,"Chascomús, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q193062,82.0
hector_campora,Héctor Cámpora,1909.0,1980.0,"Mercedes, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q356751,71.0
carl_jung,Carl Gustav Jung,1875.0,1961.0,"Kesswil, Suiza",Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q41532,86.0
jose_salas_subirat,José Salas Subirat,1890.0,1975.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q5945334,85.0
santiago_rueda,Santiago Rueda,1905.0,1968.0,Argentina,Argentina,Latin America,Long 19th Century,,63.0
max_dickman,Max Dickmann,1902.0,1990.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,,88.0
rimbaud,Arthur Rimbaud,1854.0,1891.0,"Charleville, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q493,37.0
william_blake,William Blake,1757.0,1827.0,"Londres, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q41513,70.0
oscar_wilde,Oscar Wilde,1854.0,1900.0,"Dublín, Irlanda",Ireland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q30875,46.0
heraclito,Heráclito,-535.0,-475.0,"Éfeso, Grecia",Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q41155,60.0
leonid_andreiev,Leonid Andréiev,1871.0,1919.0,"Oriol, Rusia",Russia,Eastern Europe,Long 19th Century,http://www.wikidata.org/entity/Q310866,48.0
richard_ellman,Richard Ellmann,1918.0,1987.0,"Highland Park, EE.UU.","Highland Park, EE.UU.",Other/Unknown,World Wars Era,http://www.wikidata.org/entity/Q1233576,69.0
rosa_chacel,Rosa Chacel,1898.0,1994.0,"Valladolid, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q468852,96.0
ben_jonson,Ben Jonson,1572.0,1637.0,"Londres, Reino Unido",United Kingdom,Western Europe,Renaissance,http://www.wikidata.org/entity/Q193857,65.0
auden,Wystan Hugh Auden,1907.0,1973.0,"York, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q178698,66.0
evelyn_waugh,Evelyn Waugh,1903.0,1966.0,"Londres, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q107002,63.0
brahms,Johannes Brahms,1833.0,1897.0,"Hamburgo, Alemania",Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q7294,64.0
alberto_moravia,Alberto Moravia,1907.0,1990.0,"Roma, Italia",Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q161933,83.0
alberto_arbasino,Alberto Arbasino,1930.0,2020.0,"Voghera, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q521191,90.0
ruggero_guarini,Ruggero Guarini,1931.0,2013.0,"Nápoles, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q19405228,82.0
felix_della_paolera,Félix Della Paolera,1923.0,2011.0,"Adrogué, Argentina",Argentina,Latin America,World Wars Era,,88.0
claude_simon,Claude Simon,1913.0,2005.0,"Antananarivo, Madagascar","Antananarivo, Madagascar",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q131549,92.0
erwin_schroedinger,Erwin Schrödinger,1887.0,1961.0,"Viena, Austria",Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q9130,74.0
simone_beauvoir,Simone de Beauvoir,1908.0,1986.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q7197,78.0
che_guevara,Ernesto Guevara,1928.0,1967.0,"Rosario, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5809,39.0
pasolini,Pier Paolo Pasolini,1922.0,1975.0,"Bolonia, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q25120,53.0
ivy_compton_burnett,Ivy Compton-Burnett,1884.0,1969.0,"Pinner, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q432322,85.0
sor_juana,Sor Juana Inés de la Cruz,1648.0,1695.0,"San Miguel Nepantla, México",Mexico,Latin America,Early Modern,http://www.wikidata.org/entity/Q183074,47.0
henri_landru,Henri Landru,1869.0,1922.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q534708,53.0
charles_saint_beuve,Charles-Augustin Sainte-Beuve,1804.0,1869.0,"Boulogne-sur-Mer, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q1063392,65.0
henri_wallon,Henri Wallon,1879.0,1962.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q946417,83.0
roberto_calasso,Roberto Calasso,1941.0,2021.0,"Florencia, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q669956,80.0
albino_gomez,Albino Gómez,1928.0,2023.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,https://www.wikidata.org/wiki/Q42682222,95.0
hector_murena,Héctor Murena,1923.0,1975.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1642834,52.0
jorge_manrique,Jorge Manrique,1440.0,1479.0,"Paredes de Nava, España",Spain,Western Europe,Renaissance,http://www.wikidata.org/entity/Q389233,39.0
horacio_verbitsky,Horacio Verbitsky,1942.0,,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1337241,
jorge_asis,Jorge Asís,1946.0,,"Avellaneda, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q1703768,
hesiodo,Hesíodo,-700.0,-650.0,"Ascra, Antigua Grecia",Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q44233,50.0
esquilo,Esquilo,-525.0,-456.0,"Eleusis, Antigua Grecia",Greece,Southern Europe / Classical,Antiquity (Archaic),http://www.wikidata.org/entity/Q40939,69.0
gongora,Luis de Góngora y Argote,1561.0,1627.0,"Córdoba, España",Spain,Western Europe,Renaissance,http://www.wikidata.org/entity/Q219744,66.0
raul_gustavo_aguirre,Raúl Gustavo Aguirre,1927.0,1983.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2134418,56.0
friedrich_schiller,Friedrich Schiller,1759.0,1805.0,"Marbach am Neckar, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q22670,46.0
moliere,Jean-Baptiste Poquelin,1622.0,1673.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q687,51.0
